02	17	0
02	18	0
02	19	2
02	20	1
02	21	3
02	22	0
02	23	2
02	24	5
02	25	3
02	26	3
02	27	5
02	28	5
03	01	0
03	02	1
03	03	1
03	04	4
03	05	3
03	06	3
03	07	1
03	08	0
03	09	2
03	10	4
03	11	1
03	12	3
03	13	0
03	14	6
03	15	2
03	16	0
03	17	4
03	18	5
03	19	0
03	20	5
03	21	6
03	22	9
03	23	8
03	24	9
03	25	4
03	26	6
03	27	4
03	28	11
03	29	7
03	30	16
03	31	17
04	01	16
04	02	19
04	03	17
04	04	13
04	05	6
04	06	3
04	07	4
04	08	6
04	09	5
04	10	6
04	11	5
04	12	8
04	13	2
04	14	6
04	15	2
04	16	3
04	17	4
04	18	8
04	19	13
04	20	12
04	21	16
04	22	18
04	23	46
04	24	41
04	25	73
04	26	66
04	27	99
04	28	29
04	29	49
04	30	15
05	01	11
05	02	33
05	03	21
05	04	26
05	05	20
05	06	5
05	07	7
05	08	5
05	09	12
05	10	11
05	11	4
05	12	2
05	13	4
05	14	1
05	15	2
05	16	1
05	17	2
05	18	2
05	19	1
05	20	0
05	21	0
05	22	3
05	23	1
05	24	2
05	25	0
05	26	0
05	27	2
05	28	1
05	29	0
05	30	0
05	31	0
06	01	1
06	02	0
06	03	0
06	04	0
06	05	0
06	06	0
06	07	1
06	08	0
06	09	0
06	10	0
06	11	1
06	12	0
06	13	0
06	14	0
06	15	0
06	16	0
06	17	1
06	18	0
06	19	0
06	20	2
06	21	0
06	22	0
06	23	0
06	24	0
06	25	0
06	26	1
06	27	0
06	28	0
06	29	0
06	30	0
07	01	0
07	02	0
07	03	1
07	04	0
07	05	0
07	06	0
07	07	0
07	08	0
07	09	0
07	10	0
07	11	0
07	12	0
07	13	0
07	14	0
07	15	1
07	16	0
07	17	0
07	18	0
07	19	0
07	20	0
07	21	0
07	22	0
07	23	0
07	24	0
07	25	0
07	26	1
07	27	0
07	28	0
07	29	1
07	30	0
07	31	0
08	01	0
08	02	1
08	03	0
08	04	0
08	05	0
08	06	0
08	07	0
08	08	0
08	09	0
08	10	1
08	11	0
08	12	0
08	13	0
08	14	0
08	15	6
08	16	1
08	17	0
08	18	0
08	19	0
08	20	0
08	21	0
08	22	0
08	23	2
08	24	2
08	25	0
08	26	0
08	27	0
08	28	0
08	29	0
08	30	0
08	31	0
09	01	0
09	02	0
09	03	0
09	04	0
09	05	0
09	06	0
09	07	0
09	08	0
09	09	0
09	10	0
09	11	0
09	12	1
09	13	0
09	14	0
09	15	0
09	16	0
09	17	1
09	18	0
09	19	0
09	20	0
09	21	0
09	22	2
09	23	1
09	24	0
09	25	0
09	26	0
09	27	0
09	28	1
09	29	0
09	30	0
10	01	0
10	02	0
10	03	0
10	04	1
10	05	0
10	06	0
10	07	0
10	08	1
10	09	1
10	10	0
10	11	0
10	12	0
10	13	0
10	14	0
10	15	2
10	16	0
10	17	0
10	18	0
10	19	0
10	20	1
10	21	0
10	22	0
10	23	0
10	24	0
10	25	0
10	26	0
10	27	0
10	28	0
10	29	0
10	30	0
10	31	0
11	01	0
11	02	0
11	03	0
11	04	0
11	05	0
11	06	1
11	07	0
11	08	0
11	09	0
11	10	1
11	11	0
11	12	0
11	13	0
11	14	1
11	15	0
11	16	0
11	17	0
11	18	0
11	19	0
11	20	0
11	21	0
11	22	1
11	23	0
11	24	0
11	25	0
11	26	0
11	27	0
11	28	0
11	29	1
11	30	1
12	01	0
12	02	0
12	03	0
12	04	1
12	05	0
12	06	1
12	07	0
12	08	0
12	09	1
12	10	0
12	11	0
12	12	1
12	13	1
12	14	0
12	15	0
12	16	1
12	17	0
12	18	0
12	19	0
12	20	0
12	21	0
12	22	0
12	23	0
12	24	0
12	25	1
12	26	1
12	27	0
12	28	0
12	29	0
12	30	0
