02	17	58
02	18	60
02	19	68
02	20	61
02	21	81
02	22	73
02	23	58
02	24	40
02	25	56
02	26	57
02	27	58
02	28	72
03	01	72
03	02	80
03	03	63
03	04	84
03	05	93
03	06	75
03	07	96
03	08	78
03	09	50
03	10	77
03	11	75
03	12	104
03	13	107
03	14	143
03	15	185
03	16	86
03	17	152
03	18	159
03	19	99
03	20	140
03	21	173
03	22	247
03	23	270
03	24	271
03	25	282
03	26	370
03	27	682
03	28	1336
03	29	1342
03	30	1788
03	31	1854
04	01	1150
04	02	1323
04	03	851
04	04	872
04	05	513
04	06	462
04	07	205
04	08	225
04	09	178
04	10	130
04	11	152
04	12	245
04	13	96
04	14	62
04	15	71
04	16	101
04	17	92
04	18	140
04	19	136
04	20	74
04	21	82
04	22	66
04	23	52
04	24	52
04	25	73
04	26	80
04	27	65
04	28	30
04	29	21
04	30	24
05	01	18
05	02	27
05	03	37
05	04	23
05	05	24
05	06	20
05	07	46
05	08	27
05	09	38
05	10	31
05	11	20
05	12	21
05	13	18
05	14	25
05	15	19
05	16	27
05	17	26
05	18	40
05	19	18
05	20	25
05	21	17
05	22	18
05	23	31
05	24	27
05	25	22
05	26	22
05	27	27
05	28	22
05	29	19
05	30	17
05	31	24
06	01	16
06	02	14
06	03	13
06	04	22
06	05	16
06	06	20
06	07	24
06	08	5
06	09	12
06	10	12
06	11	15
06	12	20
06	13	15
06	14	17
06	15	13
06	16	9
06	17	5
06	18	17
06	19	12
06	20	20
06	21	10
06	22	12
06	23	15
06	24	7
06	25	14
06	26	6
06	27	19
06	28	24
06	29	9
06	30	3
07	01	10
07	02	16
07	03	11
07	04	15
07	05	21
07	06	8
07	07	4
07	08	14
07	09	23
07	10	37
07	11	24
07	12	13
07	13	13
07	14	15
07	15	14
07	16	4
07	17	16
07	18	21
07	19	16
07	20	12
07	21	16
07	22	13
07	23	21
07	24	14
07	25	25
07	26	21
07	27	10
07	28	17
07	29	10
07	30	15
07	31	11
08	01	24
08	02	12
08	03	9
08	04	9
08	05	13
08	06	12
08	07	14
08	08	15
08	09	13
08	10	11
08	11	19
08	12	15
08	13	13
08	14	12
08	15	14
08	16	18
08	17	8
08	18	12
08	19	21
08	20	29
08	21	11
08	22	19
08	23	19
08	24	13
08	25	20
08	26	16
08	27	16
08	28	17
08	29	16
08	30	45
08	31	21
09	01	14
09	02	13
09	03	15
09	04	26
09	05	14
09	06	14
09	07	15
09	08	17
09	09	13
09	10	14
09	11	22
09	12	19
09	13	13
09	14	8
09	15	17
09	16	12
09	17	14
09	18	12
09	19	15
09	20	17
09	21	14
09	22	11
09	23	19
09	24	13
09	25	17
09	26	15
09	27	11
09	28	21
09	29	14
09	30	25
10	01	14
10	02	15
10	03	31
10	04	17
10	05	16
10	06	21
10	07	13
10	08	14
10	09	17
10	10	19
10	11	19
10	12	17
10	13	12
10	14	21
10	15	14
10	16	19
10	17	16
10	18	16
10	19	18
10	20	20
10	21	17
10	22	13
10	23	28
10	24	25
10	25	22
10	26	13
10	27	21
10	28	19
10	29	17
10	30	19
10	31	29
11	01	21
11	02	22
11	03	22
11	04	14
11	05	13
11	06	20
11	07	22
11	08	14
11	09	23
11	10	21
11	11	19
11	12	30
11	13	26
11	14	18
11	15	14
11	16	19
11	17	24
11	18	38
11	19	22
11	20	20
11	21	36
11	22	27
11	23	24
11	24	19
11	25	20
11	26	15
11	27	28
11	28	22
11	29	28
11	30	19
12	01	19
12	02	18
12	03	21
12	04	18
12	05	25
12	06	15
12	07	12
12	08	18
12	09	27
12	10	30
12	11	30
12	12	22
12	13	28
12	14	16
12	15	11
12	16	12
12	17	19
12	18	20
12	19	16
12	20	19
12	21	11
12	22	23
12	23	19
12	24	23
12	25	17
12	26	17
12	27	22
12	28	22
12	29	22
12	30	11
